"","name","module","disease","padj_CJD","lFC_CJD","padj_FFI","lFC_FFI"
"1208","Cndp2",1,"neither",NA,NA,NA,NA
"1215","Cnnm1",1,"neither",NA,NA,NA,NA
"1216","Cnnm2",1,"FFI",NA,NA,0.0262911819792786,-0.304186090153286
"1217","Cnot1",1,"neither",NA,NA,NA,NA
"1218","Cnot10",1,"neither",NA,NA,NA,NA
"1223","Cnot8",1,"neither",NA,NA,NA,NA
"1225","Cnppd1",1,"neither",NA,NA,NA,NA
"1232","Cntn2",1,"neither",NA,NA,NA,NA
"1233","Cntnap1",1,"neither",NA,NA,NA,NA
"1235","Cntrob",1,"neither",NA,NA,NA,NA
"1241","Coasy",1,"neither",NA,NA,NA,NA
"1243","Cog1",1,"neither",NA,NA,NA,NA
"1245","Cog4",1,"neither",NA,NA,NA,NA
"1248","Cog7",1,"neither",NA,NA,NA,NA
"1251","Colgalt1",1,"neither",NA,NA,NA,NA
"1254","Commd4",1,"neither",NA,NA,NA,NA
"1261","Copa",1,"both",0.0434482442968352,-0.243738823162662,0.00374595940108769,-0.359973494289426
"1263","Copb2",1,"both",0.0258811391484091,-0.275720399119013,0.00223043693631644,-0.383786552942833
"1265","Copg1",1,"neither",NA,NA,NA,NA
"1266","Copg2",1,"FFI",NA,NA,0.0188534464401687,-0.349179607998756
"1276","Coq10a",1,"neither",NA,NA,NA,NA
"1279","Coq4",1,"neither",NA,NA,NA,NA
"1280","Coq5",1,"neither",NA,NA,NA,NA
"1281","Coq6",1,"neither",NA,NA,NA,NA
"1282","Coq8a",1,"neither",NA,NA,NA,NA
"1285","Coro1a",1,"neither",NA,NA,NA,NA
"1286","Coro1b",1,"neither",NA,NA,NA,NA
"1287","Coro1c",1,"neither",NA,NA,NA,NA
"1288","Coro2a",1,"neither",NA,NA,NA,NA
"1289","Coro2b",1,"neither",NA,NA,NA,NA
"1290","Coro6",1,"neither",NA,NA,NA,NA
"1291","Coro7",1,"neither",NA,NA,NA,NA
"1299","Cox18",1,"neither",NA,NA,NA,NA
"1323","Cplx2",1,"FFI",NA,NA,0.0332316907027262,-0.319737363947301
"1324","Cpne2",1,"neither",NA,NA,NA,NA
"1326","Cpne5",1,"neither",NA,NA,NA,NA
"1327","Cpne6",1,"neither",NA,NA,NA,NA
"1328","Cpne7",1,"neither",NA,NA,NA,NA
"1330","Cpne9",1,"neither",NA,NA,NA,NA
"1332","Cpsf1",1,"neither",NA,NA,NA,NA
"1333","Cpsf2",1,"FFI",NA,NA,0.0215822095582437,-0.312070974619806
"1334","Cpsf3",1,"neither",NA,NA,NA,NA
"1337","Cpsf7",1,"neither",NA,NA,NA,NA
"1338","Cpt1c",1,"neither",NA,NA,NA,NA
"1339","Cpxm1",1,"neither",NA,NA,NA,NA
"1341","Cracdl",1,"neither",NA,NA,NA,NA
"1342","Crat",1,"neither",NA,NA,NA,NA
"1344","Crcp",1,"neither",NA,NA,NA,NA
"1345","Creb3",1,"neither",NA,NA,NA,NA
"1361","Crmp1",1,"neither",NA,NA,NA,NA
"1362","Crocc",1,"neither",NA,NA,NA,NA
"1364","Crtc1",1,"neither",NA,NA,NA,NA
"1366","Cry2",1,"neither",NA,NA,NA,NA
"1368","Crym",1,"neither",NA,NA,NA,NA
"1369","Cryzl1",1,"neither",NA,NA,NA,NA
"1370","Cs",1,"neither",NA,NA,NA,NA
"1371","Csad",1,"neither",NA,NA,NA,NA
"1378","Csnk1d",1,"neither",NA,NA,NA,NA
"1379","Csnk1e",1,"neither",NA,NA,NA,NA
"1380","Csnk1g2",1,"neither",NA,NA,NA,NA
"1390","Cstf1",1,"neither",NA,NA,NA,NA
"1394","Ctbp1",1,"neither",NA,NA,NA,NA
"1395","Ctbp2",1,"neither",NA,NA,NA,NA
"1396","Ctc1",1,"neither",NA,NA,NA,NA
"1399","Ctdp1",1,"neither",NA,NA,NA,NA
"1400","Ctdsp2",1,"neither",NA,NA,NA,NA
"1401","Ctif",1,"neither",NA,NA,NA,NA
"1405","Ctnnbl1",1,"neither",NA,NA,NA,NA
"1406","Ctnnd2",1,"neither",NA,NA,NA,NA
"1407","Ctps",1,"neither",NA,NA,NA,NA
"1408","Ctps2",1,"neither",NA,NA,NA,NA
"1409","Ctr9",1,"neither",NA,NA,NA,NA
"1413","Ctsf",1,"neither",NA,NA,NA,NA
"1418","Ctu2",1,"neither",NA,NA,NA,NA
"1422","Cul1",1,"neither",NA,NA,NA,NA
"1423","Cul2",1,"neither",NA,NA,NA,NA
"1424","Cul3",1,"neither",NA,NA,NA,NA
"1427","Cul7",1,"neither",NA,NA,NA,NA
"1428","Cul9",1,"neither",NA,NA,NA,NA
"1430","Cux1",1,"neither",NA,NA,NA,NA
"1431","Cux2",1,"neither",NA,NA,NA,NA
"1437","Cxxc1",1,"neither",NA,NA,NA,NA
"1444","Cyb5d1",1,"neither",NA,NA,NA,NA
"1446","Cyb5r3",1,"neither",NA,NA,NA,NA
"1450","Cyfip1",1,"neither",NA,NA,NA,NA
"1451","Cyfip2",1,"FFI",NA,NA,0.00389038740403895,-0.369433925076085
"1453","Cyhr1",1,"neither",NA,NA,NA,NA
"1460","Cyth1",1,"neither",NA,NA,NA,NA
"1462","Cyth3",1,"neither",NA,NA,NA,NA
"1466","D230025D16Rik",1,"neither",NA,NA,NA,NA
"1467","D430019H16Rik",1,"neither",NA,NA,NA,NA
"1468","D430041D05Rik",1,"neither",NA,NA,NA,NA
"1469","D5Ertd579e",1,"FFI",NA,NA,0.0169109062040215,-0.315424851283558
"1470","D6Wsu163e",1,"neither",NA,NA,NA,NA
"1474","Dab2ip",1,"neither",NA,NA,NA,NA
"1475","Dact2",1,"neither",NA,NA,NA,NA
"1476","Dact3",1,"neither",NA,NA,NA,NA
"1478","Dagla",1,"neither",NA,NA,NA,NA
"1479","Dalrd3",1,"neither",NA,NA,NA,NA
"1481","Dapk1",1,"neither",NA,NA,NA,NA
"1482","Dapk3",1,"neither",NA,NA,NA,NA
"1484","Dars2",1,"neither",NA,NA,NA,NA
"1494","Dbt",1,"neither",NA,NA,NA,NA
"1496","Dcaf1",1,"neither",NA,NA,NA,NA
"1497","Dcaf11",1,"neither",NA,NA,NA,NA
"1499","Dcaf13",1,"neither",NA,NA,NA,NA
"1500","Dcaf4",1,"neither",NA,NA,NA,NA
"1501","Dcaf5",1,"FFI",NA,NA,0.000190468623207436,-0.478100209262665
"1502","Dcaf6",1,"neither",NA,NA,NA,NA
"1503","Dcaf7",1,"neither",NA,NA,NA,NA
"1504","Dcaf8",1,"neither",NA,NA,NA,NA
"1508","Dclk2",1,"neither",NA,NA,NA,NA
"1510","Dcps",1,"neither",NA,NA,NA,NA
"1511","Dctn1",1,"neither",NA,NA,NA,NA
"1524","Ddb1",1,"neither",NA,NA,NA,NA
"1527","Ddhd2",1,"neither",NA,NA,NA,NA
"1529","Ddn",1,"neither",NA,NA,NA,NA
"1531","Ddr1",1,"neither",NA,NA,NA,NA
"1534","Ddx1",1,"neither",NA,NA,NA,NA
"1538","Ddx23",1,"neither",NA,NA,NA,NA
"1539","Ddx24",1,"neither",NA,NA,NA,NA
"1540","Ddx27",1,"neither",NA,NA,NA,NA
"1541","Ddx39b",1,"neither",NA,NA,NA,NA
"1544","Ddx42",1,"neither",NA,NA,NA,NA
"1547","Ddx49",1,"neither",NA,NA,NA,NA
"1552","Deaf1",1,"neither",NA,NA,NA,NA
"1553","Decr2",1,"neither",NA,NA,NA,NA
"1554","Dedd",1,"neither",NA,NA,NA,NA
"1561","Dennd1a",1,"FFI",NA,NA,0.00312328567886245,-0.454397345479069
"1563","Dennd4b",1,"neither",NA,NA,NA,NA
"1566","Dennd6b",1,"neither",NA,NA,NA,NA
"1567","Denr",1,"neither",NA,NA,NA,NA
"1568","Depdc5",1,"FFI",NA,NA,0.00959593668437181,-0.407824851443047
"1572","Dffa",1,"neither",NA,NA,NA,NA
"1575","Dgcr2",1,"neither",NA,NA,NA,NA
"1577","Dgcr8",1,"neither",NA,NA,NA,NA
"1579","Dgkd",1,"neither",NA,NA,NA,NA
"1581","Dgkg",1,"neither",NA,NA,NA,NA
"1582","Dgkq",1,"neither",NA,NA,NA,NA
"1583","Dgkz",1,"neither",NA,NA,NA,NA
"1584","Dguok",1,"neither",NA,NA,NA,NA
"1585","Dhcr24",1,"neither",NA,NA,NA,NA
"1586","Dhdds",1,"neither",NA,NA,NA,NA
"1587","Dhodh",1,"neither",NA,NA,NA,NA
"1588","Dhps",1,"neither",NA,NA,NA,NA
"1589","Dhrs1",1,"neither",NA,NA,NA,NA
"1590","Dhrs7",1,"neither",NA,NA,NA,NA
"1591","Dhrs7b",1,"neither",NA,NA,NA,NA
"1594","Dhx30",1,"neither",NA,NA,NA,NA
"1595","Dhx32",1,"neither",NA,NA,NA,NA
"1597","Dhx38",1,"neither",NA,NA,NA,NA
"1598","Dhx57",1,"FFI",NA,NA,0.0182304073624857,-0.370698524924954
"1599","Dhx9",1,"both",0.0175057827020292,-0.380433685147823,0.000126076803300802,-0.583345527312195
"1600","Diaph1",1,"neither",NA,NA,NA,NA
"1601","Dip2a",1,"neither",NA,NA,NA,NA
"1607","Diras2",1,"neither",NA,NA,NA,NA
"1608","Dis3l",1,"neither",NA,NA,NA,NA
"1613","Dlat",1,"neither",NA,NA,NA,NA
"1614","Dlc1",1,"neither",NA,NA,NA,NA
"1619","Dlg3",1,"neither",NA,NA,NA,NA
"1620","Dlg4",1,"neither",NA,NA,NA,NA
"1621","Dlg5",1,"neither",NA,NA,NA,NA
"1622","Dlgap1",1,"neither",NA,NA,NA,NA
"1623","Dlgap2",1,"neither",NA,NA,NA,NA
"1624","Dlgap3",1,"neither",NA,NA,NA,NA
"1625","Dlgap4",1,"neither",NA,NA,NA,NA
"1628","Dlst",1,"neither",NA,NA,NA,NA
"1629","Dlx1",1,"neither",NA,NA,NA,NA
"1639","Dmwd",1,"neither",NA,NA,NA,NA
"1643","Dnaja3",1,"neither",NA,NA,NA,NA
"1646","Dnajb2",1,"neither",NA,NA,NA,NA
"1648","Dnajb5",1,"neither",NA,NA,NA,NA
"1652","Dnajc11",1,"neither",NA,NA,NA,NA
"1654","Dnajc13",1,"neither",NA,NA,NA,NA
"1655","Dnajc14",1,"neither",NA,NA,NA,NA
"1657","Dnajc18",1,"neither",NA,NA,NA,NA
"1659","Dnajc2",1,"neither",NA,NA,NA,NA
"1661","Dnajc27",1,"neither",NA,NA,NA,NA
"1664","Dnajc5",1,"neither",NA,NA,NA,NA
"1666","Dnajc7",1,"neither",NA,NA,NA,NA
"1672","Dnm1",1,"neither",NA,NA,NA,NA
"1674","Dnm2",1,"neither",NA,NA,NA,NA
"1676","Dnmt1",1,"FFI",NA,NA,0.0107414765723368,-0.412373953524944
"1677","Dnmt3a",1,"neither",NA,NA,NA,NA
"1678","Dnpep",1,"neither",NA,NA,NA,NA
"1679","Doc2a",1,"neither",NA,NA,NA,NA
"1682","Dock3",1,"neither",NA,NA,NA,NA
"1685","Dock9",1,"neither",NA,NA,NA,NA
"1689","Dop1a",1,"neither",NA,NA,NA,NA
"1690","Dop1b",1,"neither",NA,NA,NA,NA
"1693","Dpf2",1,"neither",NA,NA,NA,NA
"1694","Dph7",1,"neither",NA,NA,NA,NA
"1699","Dpp3",1,"neither",NA,NA,NA,NA
"1700","Dpp6",1,"neither",NA,NA,NA,NA
"1701","Dpp7",1,"neither",NA,NA,NA,NA
"1702","Dpp8",1,"FFI",NA,NA,0.000576671981963709,-0.426385647444289
"1703","Dpp9",1,"FFI",NA,NA,0.0307993613635975,-0.337869955095238
"1706","Dpysl3",1,"FFI",NA,NA,0.00952507775636156,-0.359481228118556
"1707","Dpysl4",1,"neither",NA,NA,NA,NA
"1708","Dpysl5",1,"neither",NA,NA,NA,NA
"1712","Drc1",1,"neither",NA,NA,NA,NA
"1715","Drg2",1,"neither",NA,NA,NA,NA
"1716","Drosha",1,"neither",NA,NA,NA,NA
"1717","Drp2",1,"neither",NA,NA,NA,NA
"1718","Dscam",1,"neither",NA,NA,NA,NA
"1719","Dscaml1",1,"neither",NA,NA,NA,NA
"1720","Dst",1,"neither",NA,NA,NA,NA
"1722","Dstyk",1,"neither",NA,NA,NA,NA
"1723","Dtd1",1,"neither",NA,NA,NA,NA
"1725","Dtnb",1,"neither",NA,NA,NA,NA
"1727","Dtx1",1,"neither",NA,NA,NA,NA
"1728","Dtx3",1,"neither",NA,NA,NA,NA
"1729","Dus1l",1,"neither",NA,NA,NA,NA
"1730","Dus2",1,"neither",NA,NA,NA,NA
"1731","Dus3l",1,"neither",NA,NA,NA,NA
"1732","Dusp1",1,"both",0.000318112951829221,-0.58980973536955,0.0159036402050366,-0.365058840057545
"1734","Dusp14",1,"neither",NA,NA,NA,NA
"1736","Dusp26",1,"neither",NA,NA,NA,NA
"1740","Dusp7",1,"neither",NA,NA,NA,NA
"1741","Dusp8",1,"neither",NA,NA,NA,NA
"1743","Dvl1",1,"neither",NA,NA,NA,NA
"1745","Dxo",1,"neither",NA,NA,NA,NA
"1746","Dym",1,"neither",NA,NA,NA,NA
"1747","Dync1h1",1,"neither",NA,NA,NA,NA
"1750","Dync1li1",1,"neither",NA,NA,NA,NA
"1752","Dync2li1",1,"neither",NA,NA,NA,NA
"1760","Dzip1",1,"neither",NA,NA,NA,NA
"1765","Ebna1bp2",1,"neither",NA,NA,NA,NA
"1767","Ece1",1,"neither",NA,NA,NA,NA
"1770","Ech1",1,"neither",NA,NA,NA,NA
"1772","Echs1",1,"neither",NA,NA,NA,NA
"1774","Eci2",1,"neither",NA,NA,NA,NA
"1775","Ecpas",1,"FFI",NA,NA,0.0485440879486233,-0.327060042745166
"1776","Ecsit",1,"neither",NA,NA,NA,NA
"1777","Edc4",1,"neither",NA,NA,NA,NA
"1785","Eef1akmt1",1,"neither",NA,NA,NA,NA
"1791","Eef2",1,"neither",NA,NA,NA,NA
"1792","Eef2k",1,"neither",NA,NA,NA,NA
"1793","Eefsec",1,"neither",NA,NA,NA,NA
"1794","Eepd1",1,"neither",NA,NA,NA,NA
"1796","Efcab2",1,"both",0.0269390856639008,-0.363556195708163,0.00127319653146847,-0.480571011412568
"1799","Efna3",1,"neither",NA,NA,NA,NA
"1804","Efr3b",1,"FFI",NA,NA,0.00967105234585516,-0.326548857239481
"1808","Egln2",1,"neither",NA,NA,NA,NA
"1809","Egr1",1,"CJD",0.00796899509169505,-0.426142773837135,NA,NA
"1811","Egr4",1,"neither",NA,NA,NA,NA
"1813","Ehd1",1,"neither",NA,NA,NA,NA
"1814","Ehd3",1,"neither",NA,NA,NA,NA
"1816","Ehmt2",1,"neither",NA,NA,NA,NA
"1827","Eif2ak1",1,"neither",NA,NA,NA,NA
"1829","Eif2b3",1,"neither",NA,NA,NA,NA
"1835","Eif3a",1,"both",0.00022937033963842,-0.549187530545556,8.77780104754714e-11,-1.04928968037404
"1836","Eif3b",1,"neither",NA,NA,NA,NA
"1837","Eif3c",1,"neither",NA,NA,NA,NA
"1838","Eif3d",1,"neither",NA,NA,NA,NA
"1843","Eif3i",1,"neither",NA,NA,NA,NA
"1846","Eif3l",1,"neither",NA,NA,NA,NA
"1849","Eif4a3",1,"neither",NA,NA,NA,NA
"1851","Eif4e",1,"neither",NA,NA,NA,NA
"1853","Eif4ebp2",1,"neither",NA,NA,NA,NA
"1854","Eif4g1",1,"neither",NA,NA,NA,NA
"1856","Eif4g3",1,"neither",NA,NA,NA,NA
"1861","Eif5b",1,"neither",NA,NA,NA,NA
"1862","Eif6",1,"neither",NA,NA,NA,NA
"1863","Eipr1",1,"neither",NA,NA,NA,NA
"1864","Elac2",1,"neither",NA,NA,NA,NA
"1867","Elavl3",1,"neither",NA,NA,NA,NA
"1870","Elfn2",1,"both",0.000817886207525967,-0.464751040817397,0.000534962068499387,-0.48544012559881
"1874","Elmo2",1,"neither",NA,NA,NA,NA
"1878","Elof1",1,"neither",NA,NA,NA,NA
"1883","Elp2",1,"FFI",NA,NA,0.00952507775636156,-0.360995819273298
"1884","Elp3",1,"neither",NA,NA,NA,NA
"1886","Elp6",1,"neither",NA,NA,NA,NA
"1894","Emc8",1,"neither",NA,NA,NA,NA
"1897","Eme2",1,"neither",NA,NA,NA,NA
"1898","Eml1",1,"neither",NA,NA,NA,NA
"1899","Eml2",1,"neither",NA,NA,NA,NA
"1900","Eml5",1,"neither",NA,NA,NA,NA
"1901","Emsy",1,"neither",NA,NA,NA,NA
"1903","Enc1",1,"FFI",NA,NA,0.00654202996194377,-0.358833660391118
"1907","Eno1",1,"neither",NA,NA,NA,NA
"1913","Ensa",1,"neither",NA,NA,NA,NA
"1914","Entpd4",1,"neither",NA,NA,NA,NA
"1915","Entpd4b",1,"neither",NA,NA,NA,NA
"1916","Entpd6",1,"neither",NA,NA,NA,NA
"1919","Ep400",1,"neither",NA,NA,NA,NA
"1921","Epb41l1",1,"neither",NA,NA,NA,NA
"1924","Epc1",1,"FFI",NA,NA,0.0284380028997248,-0.37330482229537
"1927","Epha10",1,"neither",NA,NA,NA,NA
"1930","Epha7",1,"neither",NA,NA,NA,NA
"1931","Ephb1",1,"neither",NA,NA,NA,NA
"1932","Ephb3",1,"FFI",NA,NA,0.0450946719292508,-0.33720660820262
"1940","Eps15l1",1,"neither",NA,NA,NA,NA
"1944","Ercc2",1,"neither",NA,NA,NA,NA
"1945","Ercc3",1,"neither",NA,NA,NA,NA
"1949","Eri3",1,"neither",NA,NA,NA,NA
"1950","Erich3",1,"both",2.40604934952234e-05,-0.549088791699152,1.87869825992965e-06,-0.696246801153211
"1951","Erlec1",1,"neither",NA,NA,NA,NA
"1957","Erp44",1,"neither",NA,NA,NA,NA
"1958","Esd",1,"neither",NA,NA,NA,NA
"1961","Esyt1",1,"neither",NA,NA,NA,NA
"1965","Etfdh",1,"neither",NA,NA,NA,NA
"1970","Ets2",1,"neither",NA,NA,NA,NA
"1974","Evi5l",1,"neither",NA,NA,NA,NA
"1976","Ewsr1",1,"neither",NA,NA,NA,NA
"1977","Exd2",1,"neither",NA,NA,NA,NA
"1980","Exoc3",1,"neither",NA,NA,NA,NA
"1981","Exoc4",1,"neither",NA,NA,NA,NA
"1984","Exosc10",1,"neither",NA,NA,NA,NA
"1985","Exosc2",1,"neither",NA,NA,NA,NA
"1989","Exosc8",1,"neither",NA,NA,NA,NA
"1990","Exosc9",1,"neither",NA,NA,NA,NA
"1991","Ext1",1,"neither",NA,NA,NA,NA
"1992","Ext2",1,"neither",NA,NA,NA,NA
"1993","Extl1",1,"neither",NA,NA,NA,NA
"1995","Extl3",1,"neither",NA,NA,NA,NA
"1996","Ezh1",1,"neither",NA,NA,NA,NA
"1999","Faah",1,"neither",NA,NA,NA,NA
"2000","Faap100",1,"neither",NA,NA,NA,NA
"2006","Fads6",1,"FFI",NA,NA,0.0127931248503535,-0.314231231200841
"2009","Fahd2a",1,"neither",NA,NA,NA,NA
"2011","Fam102a",1,"neither",NA,NA,NA,NA
"2017","Fam120b",1,"neither",NA,NA,NA,NA
"2018","Fam122a",1,"neither",NA,NA,NA,NA
"2019","Fam124a",1,"neither",NA,NA,NA,NA
"2021","Fam131a",1,"neither",NA,NA,NA,NA
"2022","Fam131b",1,"neither",NA,NA,NA,NA
"2024","Fam13b",1,"neither",NA,NA,NA,NA
"2026","Fam149b",1,"neither",NA,NA,NA,NA
"2029","Fam160b2",1,"neither",NA,NA,NA,NA
"2031","Fam163b",1,"neither",NA,NA,NA,NA
"2032","Fam168a",1,"neither",NA,NA,NA,NA
"2033","Fam168b",1,"neither",NA,NA,NA,NA
"2035","Fam171a2",1,"neither",NA,NA,NA,NA
"2040","Fam189a1",1,"neither",NA,NA,NA,NA
"2041","Fam189b",1,"neither",NA,NA,NA,NA
"2044","Fam20b",1,"neither",NA,NA,NA,NA
"2045","Fam20c",1,"neither",NA,NA,NA,NA
"2046","Fam214a",1,"neither",NA,NA,NA,NA
"2054","Fam43b",1,"neither",NA,NA,NA,NA
"2065","Fance",1,"neither",NA,NA,NA,NA
"2068","Farsa",1,"neither",NA,NA,NA,NA
"2069","Farsb",1,"neither",NA,NA,NA,NA
"2070","Fasn",1,"neither",NA,NA,NA,NA
"2071","Fastk",1,"neither",NA,NA,NA,NA
"2072","Fastkd2",1,"neither",NA,NA,NA,NA
"2074","Fat1",1,"neither",NA,NA,NA,NA
"2077","Fbf1",1,"FFI",NA,NA,0.0242664384423675,-0.384608403205599
"2078","Fbh1",1,"neither",NA,NA,NA,NA
"2081","Fbrs",1,"neither",NA,NA,NA,NA
"2082","Fbxl14",1,"neither",NA,NA,NA,NA
"2084","Fbxl16",1,"neither",NA,NA,NA,NA
"2085","Fbxl19",1,"neither",NA,NA,NA,NA
"2089","Fbxl6",1,"neither",NA,NA,NA,NA
"2090","Fbxo10",1,"FFI",NA,NA,0.000594380473765028,-0.43326861175316
"2093","Fbxo21",1,"neither",NA,NA,NA,NA
"2094","Fbxo22",1,"neither",NA,NA,NA,NA
"2095","Fbxo25",1,"neither",NA,NA,NA,NA
"2097","Fbxo31",1,"neither",NA,NA,NA,NA
"2100","Fbxo38",1,"neither",NA,NA,NA,NA
"2101","Fbxo41",1,"FFI",NA,NA,0.0204912879476494,-0.353241434920493
"2104","Fbxo6",1,"neither",NA,NA,NA,NA
"2105","Fbxo7",1,"neither",NA,NA,NA,NA
"2109","Fbxw17",1,"neither",NA,NA,NA,NA
"2110","Fbxw4",1,"neither",NA,NA,NA,NA
"2111","Fbxw5",1,"neither",NA,NA,NA,NA
"2112","Fbxw7",1,"neither",NA,NA,NA,NA
"2113","Fbxw8",1,"neither",NA,NA,NA,NA
"2114","Fcho1",1,"neither",NA,NA,NA,NA
"2121","Fdxr",1,"neither",NA,NA,NA,NA
"2124","Fez1",1,"CJD",0.035213705840357,0.318546168770102,NA,NA
"2125","Fez2",1,"neither",NA,NA,NA,NA
"2127","Fgf11",1,"neither",NA,NA,NA,NA
"2131","Fgfr1",1,"neither",NA,NA,NA,NA
"2135","Fh1",1,"neither",NA,NA,NA,NA
"2136","Fhad1",1,"neither",NA,NA,NA,NA
"2138","Fhod3",1,"neither",NA,NA,NA,NA
"2140","Fig4",1,"FFI",NA,NA,0.00220659107422422,-0.415502467597926
"2141","Filip1",1,"neither",NA,NA,NA,NA
"2151","Fkrp",1,"neither",NA,NA,NA,NA
"2153","Flad1",1,"neither",NA,NA,NA,NA
"2154","Flcn",1,"neither",NA,NA,NA,NA
"2155","Flii",1,"neither",NA,NA,NA,NA
"2157","Flot1",1,"neither",NA,NA,NA,NA
"2158","Flot2",1,"neither",NA,NA,NA,NA
"2165","Fmnl1",1,"neither",NA,NA,NA,NA
"2168","Fn3k",1,"neither",NA,NA,NA,NA
"2169","Fn3krp",1,"neither",NA,NA,NA,NA
"2177","Fntb",1,"neither",NA,NA,NA,NA
"2178","Focad",1,"neither",NA,NA,NA,NA
"2180","Fos",1,"CJD",8.02299132704537e-16,-1.6657109543198,NA,NA
"2184","Foxo3",1,"neither",NA,NA,NA,NA
"2185","Foxo4",1,"neither",NA,NA,NA,NA
"2186","Foxp1",1,"neither",NA,NA,NA,NA
"2188","Foxred1",1,"neither",NA,NA,NA,NA
"2191","Frmd4a",1,"FFI",NA,NA,0.041833376993921,-0.306297415282843
"2192","Frmd5",1,"neither",NA,NA,NA,NA
"2193","Frmpd3",1,"both",0.00389459370244818,-0.432865013689972,1.93218884836858e-05,-0.611470898663487
"2197","Fry",1,"FFI",NA,NA,0.0117842549912516,-0.392069159148763
"2198","Fryl",1,"neither",NA,NA,NA,NA
"2199","Fscn1",1,"neither",NA,NA,NA,NA
"2200","Fsd1",1,"neither",NA,NA,NA,NA
"2205","Ftl1-ps1",1,"neither",NA,NA,NA,NA
"2206","Fto",1,"neither",NA,NA,NA,NA
"2207","Ftsj3",1,"neither",NA,NA,NA,NA
"2208","Fubp3",1,"neither",NA,NA,NA,NA
"2217","Fxr2",1,"neither",NA,NA,NA,NA
"2222","Fyn",1,"neither",NA,NA,NA,NA
"2225","Fzr1",1,"neither",NA,NA,NA,NA
"2228","G6pdx",1,"neither",NA,NA,NA,NA
"2234","Gabbr2",1,"neither",NA,NA,NA,NA
"2243","Gabrd",1,"neither",NA,NA,NA,NA
"2248","Gadd45b",1,"neither",NA,NA,NA,NA
"2249","Gadd45g",1,"neither",NA,NA,NA,NA
"2251","Gak",1,"neither",NA,NA,NA,NA
"2252","Gale",1,"neither",NA,NA,NA,NA
"2253","Galk1",1,"neither",NA,NA,NA,NA
"2254","Galk2",1,"neither",NA,NA,NA,NA
"2257","Galnt14",1,"neither",NA,NA,NA,NA
"2258","Galnt16",1,"neither",NA,NA,NA,NA
"2259","Galnt17",1,"neither",NA,NA,NA,NA
"2262","Galt",1,"neither",NA,NA,NA,NA
"2263","Ganab",1,"neither",NA,NA,NA,NA
"2266","Gapvd1",1,"both",0.0129966929817472,-0.336466767847234,0.00981141953561021,-0.391289935346587
"2267","Garnl3",1,"neither",NA,NA,NA,NA
"2268","Gars",1,"neither",NA,NA,NA,NA
"2270","Gas2l1",1,"neither",NA,NA,NA,NA
"2271","Gas6",1,"neither",NA,NA,NA,NA
"2272","Gas7",1,"neither",NA,NA,NA,NA
"2274","Gatad2b",1,"neither",NA,NA,NA,NA
"2275","Gatb",1,"neither",NA,NA,NA,NA
"2277","Gatd3a",1,"neither",NA,NA,NA,NA
"2279","Gba",1,"neither",NA,NA,NA,NA
"2280","Gba2",1,"neither",NA,NA,NA,NA
"2282","Gbf1",1,"neither",NA,NA,NA,NA
"2283","Gcat",1,"neither",NA,NA,NA,NA
"2285","Gcdh",1,"neither",NA,NA,NA,NA
"2286","Gclc",1,"neither",NA,NA,NA,NA
"2288","Gcn1",1,"neither",NA,NA,NA,NA
"2292","Gdap1l1",1,"neither",NA,NA,NA,NA
"2296","Gdi1",1,"neither",NA,NA,NA,NA
"2300","Gdpd5",1,"neither",NA,NA,NA,NA
"2304","Get4",1,"neither",NA,NA,NA,NA
"2307","Gfm1",1,"neither",NA,NA,NA,NA
"2308","Gfm2",1,"neither",NA,NA,NA,NA
"2309","Gfod1",1,"neither",NA,NA,NA,NA
"2310","Gfod2",1,"neither",NA,NA,NA,NA
"2314","Gfus",1,"neither",NA,NA,NA,NA
"2317","Ggct",1,"neither",NA,NA,NA,NA
"2318","Ggnbp2",1,"neither",NA,NA,NA,NA
"2324","Gigyf1",1,"neither",NA,NA,NA,NA
"2328","Git1",1,"neither",NA,NA,NA,NA
"2329","Git2",1,"neither",NA,NA,NA,NA
"2336","Gle1",1,"neither",NA,NA,NA,NA
"2337","Glg1",1,"neither",NA,NA,NA,NA
"2341","Glod4",1,"neither",NA,NA,NA,NA
"2349","Gls2",1,"neither",NA,NA,NA,NA
"2350","Glt1d1",1,"neither",NA,NA,NA,NA
"2355","Glyr1",1,"neither",NA,NA,NA,NA
"2361","Gm14295",1,"FFI",NA,NA,1.14199437011118e-13,-9.02595829911133
"2362","Gm14305",1,"FFI",NA,NA,0.0125583488572984,-1.22807420747358
"2363","Gm14325",1,"FFI",NA,NA,0.00997997152376941,-1.47927845789525
"2364","Gm14326",1,"FFI",NA,NA,0.00781853804904228,-1.66400530230308
"2365","Gm14410",1,"FFI",NA,NA,4.52654293279902e-10,-3.40530692319366
"2366","Gm14430",1,"FFI",NA,NA,1.54502565330291e-07,-1.15627230590491
"2378","Gm4724",1,"FFI",NA,NA,1.83471119241266e-08,-2.57006187475244
"2382","Gmppa",1,"neither",NA,NA,NA,NA
"2383","Gmppb",1,"neither",NA,NA,NA,NA
"2384","Gmpr",1,"neither",NA,NA,NA,NA
"2385","Gmpr2",1,"neither",NA,NA,NA,NA
"2394","Gnao1",1,"neither",NA,NA,NA,NA
"2397","Gnaz",1,"neither",NA,NA,NA,NA
"2402","Gne",1,"neither",NA,NA,NA,NA
